date,average_correlation,average_annualized_volatility,joint_stress_score
2024-02-19,0.4387393555277592,0.24050564715587003,3.785199677243546
2024-02-20,0.4394922903833172,0.24199469511618615,3.811285958104136
2024-02-21,0.442397829971834,0.2429645468487255,3.8421288842860637
2024-02-22,0.4413283990667093,0.2434157870022445,3.842591502987049
2024-02-23,0.441875013072573,0.24513637706473462,3.870879214317317
2024-02-26,0.4414661151214471,0.24781036706984969,3.9076237904093802
2024-02-27,0.4701055457275196,0.25636112303302094,4.196888619950473
2024-02-28,0.4715566227546849,0.25946609057171577,4.250601590555016
2024-02-29,0.46977360047677785,0.260532701183723,4.25596713904762
2024-03-01,0.4686166232917603,0.26220599310863596,4.273792252658852
2024-03-04,0.459368599308829,0.2686196292363943,4.3145070921706115
2024-03-05,0.46237387219660614,0.2711402508368883,4.368592062223778
2024-03-06,0.47135493350287466,0.27455575998335496,4.470033899469556
2024-03-07,0.46590804186652574,0.27582859803481097,4.457399598448914
2024-03-08,0.4776999586990875,0.2805261828982259,4.593705551893464
2024-03-11,0.47528874666342835,0.28155088127058087,4.594855340581987
2024-03-12,0.47491661019579906,0.2840500418445556,4.629255013704828
2024-03-13,0.4766716310585335,0.28603251603595503,4.6683020655868015
2024-03-14,0.47421167443797174,0.28709773588162324,4.669764638692616
2024-03-15,0.47957834903704116,0.2916599333955528,4.7672386179647335
2024-03-18,0.4814922466814781,0.29337809061782527,4.803332996682864
2024-03-19,0.47930680001744697,0.29557296881364026,4.822884026953908
2024-03-20,0.4760596776081907,0.29781324814749943,4.837009377715482
2024-03-21,0.479490265734977,0.2998077709357899,4.885842995203691
2024-03-22,0.4786417517635168,0.3005516573221782,4.891850775827921
2024-03-25,0.47649124961378536,0.3022388796618292,4.904181041118635
2024-03-26,0.4736217727687589,0.30660619646537524,4.9515666356177706
2024-03-27,0.47350046809323715,0.30733454584380443,4.961518290563541
2024-03-28,0.4722994050294337,0.30886419286666256,4.9769906633859655
2024-03-29,0.46973295343069443,0.30979018276393344,4.975807080480459
2024-04-01,0.481156495573988,0.31401169894414754,5.1030407382800576
2024-04-02,0.49947611660870306,0.3207408257824984,5.306485385595587
2024-04-03,0.5006371036134835,0.32396707676755054,5.360307495812508
2024-04-04,0.5008183788218896,0.3228971118629164,5.3457058851214665
2024-04-05,0.500783666239075,0.3219249884837269,5.3312957500148865
2024-04-08,0.5023972683786031,0.3202757161863874,5.316440800020981
2024-04-09,0.4968612265832521,0.31818573285812074,5.254135586038719
2024-04-10,0.4867854068280271,0.3157042770513606,5.1600691279771445
2024-04-11,0.506897918814995,0.3195994854683448,5.332369347958393
2024-04-12,0.5048910682312441,0.31915929002885823,5.314423776990514
2024-04-15,0.5034525302957235,0.3183143626327556,5.293821241320032
2024-04-16,0.5069720446894502,0.319666653477649,5.333776405556595
2024-04-17,0.4999317290034422,0.3183264533052382,5.273803978678075
2024-04-18,0.5030160943584366,0.31797557187951003,5.286365376210831
2024-04-19,0.4867271332210939,0.3121284704127925,5.1074617752932285
2024-04-22,0.487040888594035,0.3120308681296962,5.10783455568412
2024-04-23,0.4842875766399704,0.30877765408570873,5.044485299068339
2024-04-24,0.47939751360509564,0.3061378971612863,4.977848285591911
2024-04-25,0.4814888278923644,0.305825922641056,4.985282673041642
2024-04-26,0.4950220600661967,0.31045996529980907,5.130647270588412
2024-04-29,0.5007458178603493,0.31220213161139426,5.188944572638738
2024-04-30,0.49159510745705665,0.30776786723264216,5.071636964282442
2024-05-01,0.4941572886012693,0.30850657892437616,5.097131580929308
2024-05-02,0.4905504439074242,0.30476916411760807,5.0218084627456445
2024-05-03,0.4820275249663003,0.300001555525717,4.903228623581968
2024-05-06,0.48122075611992843,0.29885606324813924,4.881855857676699
2024-05-07,0.48314831898857125,0.2984661178254958,4.887211205978696
2024-05-08,0.4855957349513044,0.2977266242454043,4.890438350805637
2024-05-09,0.48655957911669023,0.29696024235179247,4.88476320965956
2024-05-10,0.48166120357888387,0.2937398693000898,4.809590751441018
2024-05-13,0.48519289386242404,0.29310986493692043,4.82063746560527
2024-05-14,0.4877665480999863,0.29289002459939684,4.832185244550072
2024-05-15,0.4901992795839553,0.29156227315063565,4.826728686146843
2024-05-16,0.4864223507632213,0.28785019737280837,4.750800448398536
2024-05-17,0.48818990413297664,0.28713931470519855,4.750546403595863
2024-05-20,0.4885597779656851,0.2869050674932834,4.749243507606047
2024-05-21,0.4906802983527818,0.2864899875175455,4.755338157906605
2024-05-22,0.49339566746391866,0.28618955412905583,4.766520607078968
2024-05-23,0.4974959199077298,0.2845776277198755,4.766474104056273
2024-05-24,0.4819751173750814,0.27880372890832517,4.593046492931487
2024-05-27,0.4850610738004864,0.2761092271613568,4.571356679675578
2024-05-28,0.4885393637151358,0.27502358487547734,4.575436342254293
2024-05-29,0.4889209978740647,0.2727264710549449,4.544044775428857
2024-05-30,0.4971399409857999,0.26793084191051486,4.521080429545078
2024-05-31,0.495152763070866,0.26609458252820234,4.482839259745712
2024-06-03,0.4838186174287957,0.26201179742674163,4.358146394681335
2024-06-04,0.48987152093072617,0.26069280744363943,4.373581880632968
2024-06-05,0.4722933856524321,0.2542987114174072,4.179287786186431
2024-06-06,0.47752685044659643,0.25306824721950094,4.191317394375028
2024-06-07,0.48055537131916065,0.25095103465128016,4.1777372842197416
2024-06-10,0.47946566813990277,0.24946189993882495,4.14971815693049
2024-06-11,0.4836705096882186,0.24706276539844668,4.138763694880229
2024-06-12,0.480978560603735,0.24198489661136435,4.049092581875243
2024-06-13,0.47467922633778425,0.2394106266548428,3.975329835820941
2024-06-14,0.4778760189255682,0.2373614918372907,3.963710068000988
2024-06-17,0.4836980219585647,0.23508067538800248,3.963760683836467
2024-06-18,0.4792257739699425,0.23165036152929755,3.8879633045430744
2024-06-19,0.4827950487926034,0.23002287964215398,3.8846439121906315
2024-06-20,0.48505802949908233,0.22727552185939806,3.8574611366222236
2024-06-21,0.4828058343978946,0.22139867046331127,3.7586323202408334
2024-06-24,0.48616419943679157,0.22033474835934058,3.762341655816274
2024-06-25,0.48646631462625145,0.2177613890127072,3.7264556879547968
2024-06-26,0.49160168439546686,0.21585705944912326,3.7280717232624787
2024-06-27,0.47597135736257495,0.2108564917860577,3.5653209021656647
2024-06-28,0.440275029234553,0.20095490286893133,3.215833102608649
2024-07-01,0.43779406103064994,0.19629873495734237,3.1335367540720496
2024-07-02,0.4438354187165737,0.19358369868107692,3.128497841550938
2024-07-03,0.4525369613895382,0.19213036742552558,3.157161064789734
2024-07-04,0.4513361681214582,0.1908816101041738,3.1320187354395
2024-07-05,0.4481571043722324,0.18842570622809504,3.077883044891669
2024-07-08,0.4429840457915309,0.18390307076076587,2.982097915165151
2024-07-09,0.38328784015815864,0.17278508651012545,2.4771737779213536
2024-07-10,0.3394470643150809,0.16454840452106737,2.1053109753096435
2024-07-11,0.34031970536517064,0.16322879683978095,2.0910253667190952
2024-07-12,0.31014041548200577,0.15788589699285613,1.8398226881860442
2024-07-15,0.3179265251184024,0.1558273379239747,1.8543877724201505
2024-07-16,0.30687100646842363,0.15159772154421294,1.7291465477307488
2024-07-17,0.2842931546728433,0.14633796531931473,1.5227583390101382
2024-07-18,0.2886447089238362,0.14343348445713178,1.5052579349158886
2024-07-19,0.26848512640136996,0.1378365046374713,1.3078103012953786
2024-07-22,0.24514143192213955,0.13405135300217236,1.11858608742965
2024-07-23,0.21102426929287382,0.13059032402618412,0.8723074589298858
2024-07-24,0.10949701390561037,0.12060015014040329,0.14394288535890162
2024-07-25,0.07281337488190316,0.11569096159768048,-0.1382260967185598
2024-07-26,0.07512300674578774,0.11495682802493841,-0.135710874846557
2024-07-29,0.07069728921237516,0.11279690722014007,-0.19267006521635452
2024-07-30,0.06832194817468348,0.11289557917275513,-0.20485169956669094
2024-07-31,0.0658764478971389,0.11357950361901922,-0.20888019703089705
2024-08-01,0.06683833172246563,0.11318468146521901,-0.20913491641759158
2024-08-02,0.06647676946043944,0.11288942373717992,-0.21552494407502182
2024-08-05,0.0652747096006628,0.11272741034053703,-0.2247879150673158
2024-08-06,0.05980653956552799,0.11250704658715834,-0.2593727099896278
2024-08-07,0.05722261851214221,0.11238384286646322,-0.27599418313948715
2024-08-08,0.06208847047143408,0.1154463367266002,-0.20331623335020174
2024-08-09,0.05817850532934912,0.11566891761831846,-0.22248853323149387
2024-08-12,0.06179869040841621,0.115310475610453,-0.20696439719889334
2024-08-13,0.062055552435919106,0.11492601613538246,-0.21111137284782225
2024-08-14,0.060887573296927046,0.11467532065157293,-0.22147527320435695
2024-08-15,0.06030299842618306,0.1151696783126284,-0.21760138451957398
2024-08-16,0.0608844982254981,0.11459686171984275,-0.22263986668222285
2024-08-19,0.055866606404683515,0.1142921125255339,-0.2558756257149861
2024-08-20,0.05590234733494075,0.1143213172767406,-0.2552436978038576
2024-08-21,0.05650408907517727,0.11400539841920378,-0.2564106066827877
2024-08-22,0.057165504358056916,0.11334046151090356,-0.2623373889263834
2024-08-23,0.06212381707274506,0.11339914971201999,-0.233040409089451
2024-08-26,0.06154175077186293,0.1135324482645787,-0.2344302936915852
2024-08-27,0.06220231535357865,0.11347691412458213,-0.2314533689126988
2024-08-28,0.06238102615003463,0.11312410713427433,-0.23558587753750476
2024-08-29,0.06348047178395709,0.11306944682318336,-0.23007891965755212
2024-08-30,0.06354679666068354,0.11267708583129014,-0.23543425449414618
2024-09-02,0.062207713728085486,0.11279803198647208,-0.24134667997847137
2024-09-03,0.06239863913766713,0.11271752096145893,-0.2414285572619331
2024-09-04,0.05967120506848013,0.11218670553616258,-0.26483186093990096
2024-09-05,0.06046159449986752,0.11194380576616594,-0.2638493232483421
2024-09-06,0.060679406017910976,0.11135250027387213,-0.2712440674913441
2024-09-09,0.06086365676517369,0.11201550217242821,-0.2604951454958673
2024-09-10,0.06258653424686146,0.11169632271804551,-0.2552793006619256
2024-09-11,0.061520393427846064,0.11141438009558126,-0.26551588210982957
2024-09-12,0.0653736172632486,0.1117711291753618,-0.23820006375349848
2024-09-13,0.0652085343231332,0.1118417776062499,-0.23811414049650173
2024-09-16,0.06320312828981171,0.11241514519749753,-0.24123460173702532
2024-09-17,0.0668762782066596,0.11354612099854174,-0.20363354668024308
2024-09-18,0.07272067970721857,0.11144038508561689,-0.2008950375366873
2024-09-19,0.069312117904057,0.11236988699910411,-0.20685731174434982
2024-09-20,0.07127420863437947,0.11203732041561106,-0.20046512886059262
2024-09-23,0.07198385688987247,0.11159895642862228,-0.20280309652413114
2024-09-24,0.07182636483346079,0.11146127770278674,-0.20571907623915897
2024-09-25,0.07094160569014074,0.11247601254477048,-0.19595977212882276
2024-09-26,0.06767354745431177,0.11147118657540243,-0.22939324357259183
2024-09-27,0.06619144376327421,0.11567236459717489,-0.17647889956623836
2024-09-30,0.06695589986187453,0.11573658527541815,-0.17115544947629058
2024-10-01,0.06483520077700569,0.11488050483312463,-0.19583364995876462
2024-10-02,0.06470575400165564,0.11504976991004498,-0.1941016982618007
2024-10-03,0.06685833419953635,0.11527129929725852,-0.17851685741404458
2024-10-04,0.06344051238563934,0.11678863301594287,-0.17593899353640247
2024-10-07,0.06670542265397945,0.11693569883348101,-0.15506278943221227
2024-10-08,0.06651687782520037,0.11705849739068788,-0.15434907551276894
2024-10-09,0.06461690970094394,0.1170124538104781,-0.1659196786964412
2024-10-10,0.0669583199926801,0.1170083119817234,-0.1525507649507414
2024-10-11,0.06614506800306288,0.11593598069190827,-0.17289120802526944
2024-10-14,0.06590290731334973,0.1157942300674754,-0.1763523408907234
2024-10-15,0.06438015847802833,0.11682832764392392,-0.16996925395097426
2024-10-16,0.06441243685257031,0.11674021586003568,-0.17107218389660456
2024-10-17,0.06488866891721819,0.11683201099122639,-0.16699878141128732
2024-10-18,0.06295357278236481,0.11677603600475589,-0.17891604862228
2024-10-21,0.057832255802033064,0.11638538534595057,-0.21400077108600438
2024-10-22,0.056952581725166734,0.1169816868027844,-0.2103291913057283
2024-10-23,0.056108589448143585,0.11725523073090399,-0.2111712018123486
2024-10-24,0.055567074202462666,0.11701227935753938,-0.21782872987210683
2024-10-25,0.05802870578395659,0.11711698130217787,-0.20217913297421602
2024-10-28,0.05817453995340802,0.11666636522925376,-0.20793003694542403
2024-10-29,0.06726285294509177,0.11780760400105371,-0.13911958454634643
2024-10-30,0.06701058792019476,0.1186303288325815,-0.12853943709648788
2024-10-31,0.0671543384329229,0.11889199438846186,-0.12388976580337371
2024-11-01,0.06733634966393395,0.11863206279068547,-0.12664564056267966
2024-11-04,0.06425304713238683,0.11846142482839772,-0.14682480065931994
2024-11-05,0.061369260290181374,0.1166659982687073,-0.1896116700623453
2024-11-06,0.059954003037292446,0.11531400349070198,-0.2174932674850432
2024-11-07,0.05984759046184155,0.11538391908431976,-0.21708154579016675
2024-11-08,0.06017040535014099,0.11547682175880969,-0.21387189666464212
2024-11-11,0.05999029413855415,0.1153730804898441,-0.21642149497391347
2024-11-12,0.06148407199378416,0.11420725449483538,-0.22489642750891978
2024-11-13,0.060258409621541234,0.11475123504797224,-0.2239741641802677
2024-11-14,0.062269455927927535,0.1152873124928524,-0.20460287197860605
2024-11-15,0.059074795871030115,0.11652053131106496,-0.20489838357972961
2024-11-18,0.05872058720381139,0.11632417600997064,-0.2098004234286177
2024-11-19,0.05624349965655021,0.11761317914265496,-0.2051647192488637
2024-11-20,0.05629416172320022,0.11750214618354417,-0.20649728155496294
2024-11-21,0.05603639381181539,0.1175143689168928,-0.20779706405113557
2024-11-22,0.058556710703947745,0.11746351236568085,-0.19408491000067718
2024-11-25,0.060767190418362683,0.11741199980685628,-0.1821594570020364
2024-11-26,0.05977064296641837,0.11734768022433799,-0.18881554287739197
2024-11-27,0.0736847935877467,0.11847142125524095,-0.0925816667990922
2024-11-28,0.0737519313013202,0.11857359103569785,-0.09070301547335541
2024-11-29,0.07067677683162399,0.1197367820879493,-0.09133679190585929
2024-12-02,0.07203871332655197,0.12011701523897843,-0.07796677088914916
2024-12-03,0.07203282306679702,0.11980681875170657,-0.08253517885273835
2024-12-04,0.07261672279151431,0.11996058850287457,-0.07693825535778556
2024-12-05,0.07332585238178378,0.11958432980454411,-0.07837130847333541
2024-12-06,0.07390730433587694,0.11976832539288633,-0.07234656649715637
2024-12-09,0.07340359174017204,0.11957006194039264,-0.07813399985816202
2024-12-10,0.07359628020856429,0.11979116053713881,-0.07379666881620833
2024-12-11,0.07182273130828432,0.12003713062623139,-0.08037336106527616
2024-12-12,0.07490556702676159,0.12036890258677227,-0.05784133263108862
2024-12-13,0.07242677198324265,0.11914705103640798,-0.0899204828841708
2024-12-16,0.07426221108024955,0.11936600114588641,-0.07619235110846526
2024-12-17,0.07726895115475291,0.11914758044645807,-0.062139799328350634
2024-12-18,0.0758701842732483,0.11870542353297632,-0.07662630155555565
2024-12-19,0.07663421017664307,0.11869282548511216,-0.07242829748220422
2024-12-20,0.07630957038289712,0.11870693178168283,-0.07408409733313435
2024-12-23,0.08178094388065066,0.11769538156403139,-0.05748972753098087
2024-12-24,0.08155217432773058,0.11808200497643306,-0.05314999023259315
2024-12-25,0.0835088939622084,0.11533425659029342,-0.08209507581073737
2024-12-26,0.08437607675892632,0.11557288711546994,-0.07363280397491442
2024-12-27,0.0838149762509594,0.11574925781004299,-0.07427278419559159
2024-12-30,0.08381919570420626,0.11569375678900756,-0.07505992756304442
2024-12-31,0.08213991606609308,0.11573183508240038,-0.08413500339587418
2025-01-01,0.0874305272528828,0.11448827679029969,-0.0719690413905956
2025-01-02,0.08780146747947795,0.11475124675456319,-0.06599722557365872
2025-01-03,0.08606267640754132,0.11521223265074756,-0.069231339954235
2025-01-06,0.08481952575392669,0.11556354334158206,-0.07122593740998785
2025-01-07,0.08772844529137316,0.11583209839389236,-0.050615567394063365
2025-01-08,0.0860769190187321,0.11610585841536118,-0.05608613451057593
2025-01-09,0.08629444446837262,0.11652541951169126,-0.048705113294573846
2025-01-10,0.08602333984303508,0.1166533010245659,-0.04839062630270566
2025-01-13,0.0878531388161983,0.11725229730451985,-0.029139119311282848
2025-01-14,0.0890590138524775,0.11674437499833262,-0.02964775608815577
2025-01-15,0.0871221377586451,0.1166284067946584,-0.042452246475952346
2025-01-16,0.09067347915691916,0.11644034406960334,-0.024832273789152134
2025-01-17,0.09148909048382256,0.11600837178157361,-0.026469039177560896
2025-01-20,0.08969805271759926,0.11674534747560913,-0.025968249890229448
2025-01-21,0.09021043012597403,0.11649540625847744,-0.026683221845761725
2025-01-22,0.08938517278353138,0.11601493016756496,-0.03844045690740376
2025-01-23,0.08967684406899007,0.1161048459363097,-0.03545310017865185
2025-01-24,0.08108423375374792,0.11497561568597091,-0.10124483862125377
2025-01-27,0.0809477423965927,0.11453406621113281,-0.10848251659294963
2025-01-28,0.08051791205668082,0.11391727997510072,-0.11996438598958019
2025-01-29,0.07995274205669471,0.11362919931636847,-0.12741731377431503
2025-01-30,0.08126515472384806,0.11409251041132652,-0.11311686379090555
2025-01-31,0.08698006882279337,0.11370253640092232,-0.08603909101559117
2025-02-03,0.08736514257388955,0.11386843348580235,-0.08140527552084872
2025-02-04,0.08398072642111856,0.11375673846011268,-0.10244985129212905
2025-02-05,0.08337580295778158,0.1144333406750032,-0.09602852302145834
2025-02-06,0.09047560383835333,0.1147163573216876,-0.051169403938255045
2025-02-07,0.0913619748469948,0.11595779223370747,-0.027937527111694026
2025-02-10,0.09238887767897727,0.11541248825372205,-0.03001914805211998
2025-02-11,0.09291774022150749,0.11504627932440634,-0.03233923303877678
2025-02-12,0.10022475865489655,0.11367594103035931,-0.01046124681688515
2025-02-13,0.100277548965094,0.11419920390176241,-0.002509115442717716
2025-02-14,0.10951846163990646,0.11294289452703236,0.03212790883707864
2025-02-17,0.10405739114335094,0.11340139291210197,0.007507816009927545
2025-02-18,0.10586321970767294,0.1142300771199312,0.029979542643736534
2025-02-19,0.10363927774118809,0.11371310573883542,0.009666462868546652
2025-02-20,0.10292628864016692,0.11356228622705006,0.0033722588039453716
2025-02-21,0.10337191606567658,0.11381268785771019,0.009588721857442542
2025-02-24,0.08861278455798767,0.11311749967483903,-0.08522682899881
2025-02-25,0.08785273123331887,0.11295101941889446,-0.09201991340963542
2025-02-26,0.09560049339656487,0.1112337921435029,-0.07268499933858656
2025-02-27,0.10298729321060421,0.11092046535805732,-0.03489743852449731
2025-02-28,0.10204950309946727,0.11132949427975504,-0.034296844145072156
2025-03-03,0.09894391345775126,0.1116710515878889,-0.04711628141899619
2025-03-04,0.09644137604710717,0.11129043053991702,-0.06703403686867117
2025-03-05,0.09348647941005442,0.1112384710465036,-0.08474180094335722
2025-03-06,0.09175955653488843,0.11195277664369294,-0.08420467641309787
2025-03-07,0.08573518757237458,0.11220325225510615,-0.11509663220806227
2025-03-10,0.08427114275015707,0.11245752574531273,-0.11977674011845477
2025-03-11,0.0813597829064024,0.1117775434260817,-0.14641557790557483
2025-03-12,0.08172806447644534,0.11206924728818986,-0.1400389631642379
2025-03-13,0.0824184833890015,0.1121335441018881,-0.13513904993183046
2025-03-14,0.08539486242171102,0.11188617690478767,-0.12168379372453042
2025-03-17,0.08494523232113463,0.11266185421851482,-0.11292342577625744
2025-03-18,0.08283843594945409,0.11271667854566768,-0.1242057763056322
2025-03-19,0.0828826297385396,0.11301195164290928,-0.1196358318597879
2025-03-20,0.08334796018808766,0.11340995021186553,-0.11114870598259236
2025-03-21,0.08117265625283135,0.11294170447377266,-0.13047051767695456
2025-03-24,0.0835390170066553,0.11299173964287998,-0.11616650804724725
2025-03-25,0.08124178091303358,0.11264834595023357,-0.13436252121775596
2025-03-26,0.08079786063884034,0.11242563900983849,-0.14016433640217474
2025-03-27,0.08441257753984495,0.11259803032953068,-0.11691154897268285
2025-03-28,0.0869435443545801,0.11264180414712703,-0.10175495190557746
2025-03-31,0.08698894537985802,0.1125621841500354,-0.10265847756155257
2025-04-01,0.08459154860379431,0.11250798834501963,-0.11720132078154256
2025-04-02,0.08650635159801562,0.11265089037187051,-0.10412970000219514
2025-04-03,0.09092324892458913,0.11283717955648317,-0.07607273641643793
2025-04-04,0.0836489803947645,0.1125354656460992,-0.12220586417671739
2025-04-07,0.08780596401836309,0.11287071066403986,-0.09346215055898148
2025-04-08,0.09265299706252797,0.11280896932940561,-0.06656393513632479
2025-04-09,0.09119915783215089,0.11315612050515082,-0.06982777023887263
2025-04-10,0.09035326396791332,0.11232060190075563,-0.08689357634169388
2025-04-11,0.09169199828633906,0.11234691066034354,-0.07883049668456799
2025-04-14,0.09264404424783748,0.11265724789227229,-0.06883323294772375
2025-04-15,0.08923447257812166,0.11296149029394746,-0.08394168834103326
2025-04-16,0.08809941000107095,0.11303939004443407,-0.08931320483712751
2025-04-17,0.08960575732599772,0.11226080840556336,-0.09205509162499124
